B,pet_name,pet_type,breed,age,weight,color,birth_date,owner_name,owner_email,owner_address,owner_city,owner_state,owner_country,owner_postal_code,vaccinated,neutered,microchip_id,vet_name,vet_phone,groomer_name,groomer_phone,food_brand,food_quantity,food_frequency,exercise_duration,exercise_frequency,sleep_duration,temperament,favorite_toy,favorite_treat,grooming_needs
526,Bibbie,cat,Holland Lop,8,58.3,white,1/21/2015,Bibbie Ludlam,bhansellel@slashdot.org,56196 Darwin Circle,Ambato,,Ecuador,,false,true,3677682537,Bibbie Heckle,765-138-2923,Bibbie Hansell,898-636-6266,Purina,7.55,twice a day,119.5,weekly,19.9,playful,ball,dog biscuit,high
527,Ethelin,dog,Holland Lop,3,63.7,white,7/8/2017,Ethelin Iacovuzzi,efredyem@buzzfeed.com,60094 Artisan Court,Hengqiao,,China,,true,false,5291772357,Ethelin Hindrich,138-285-9438,Ethelin Fredy,746-360-6618,Hill's Science Diet,4.59,three times a day,77,3 times a week,19.3,calm,chew toy,fish flakes,low
528,Hillier,cat,Labrador Retriever,5,63.8,brown,8/25/2016,Hillier Dutnell,hkobuen@nymag.com,2357 Summerview Hill,Vostochnoe Degunino,,Russia,412184,true,true,7559185362,Hillier Cowie,495-601-5402,Hillier Kobu,244-902-7502,Blue Buffalo,5.56,twice a day,82,weekly,18.3,friendly,stuffed animal,catnip,high
529,Fabiano,bird,Labrador Retriever,1,86.4,orange,9/28/2011,Fabiano Hukin,fallotteo@php.net,1448 Fair Oaks Crossing,Halmstad,Halland,Sweden,302 30,true,false,3186579302,Fabiano Gianiello,544-883-8167,Fabiano Allott,489-900-7335,Royal Canin,3.03,three times a day,69.9,weekly,23.9,friendly,ball,fish flakes,high
530,Sallyanne,rabbit,Labrador Retriever,16,32.8,black,4/9/2019,Sallyanne Spens,sphippenep@parallels.com,2993 Longview Point,Cayenne,Guyane,French Guiana,97308 CEDEX,true,false,7740693217,Sallyanne Inkpin,568-595-3048,Sallyanne Phippen,980-158-1129,Iams,2.41,three times a day,104.8,weekly,19.9,energetic,stuffed animal,bird seed,moderate
531,Valaria,cat,Holland Lop,18,30.5,gray,10/5/2016,Valaria Delucia,vsheweryeq@lycos.com,96421 Scott Road,Cofimvaba,,South Africa,5382,true,false,4704986939,Valaria Rubinov,821-823-7777,Valaria Shewery,497-384-7234,Iams,9.84,once a day,99.2,3 times a week,5.7,friendly,stuffed animal,dog biscuit,moderate
532,Dietrich,fish,Goldfish,17,32.7,brown,3/1/2005,Dietrich Gummow,dblezarder@cloudflare.com,5 Messerschmidt Way,Gabao,,Philippines,4707,false,false,3360675800,Dietrich Tuxill,728-303-1879,Dietrich Blezard,394-957-0638,Royal Canin,7.31,once a day,98.1,3 times a week,19,playful,chew toy,carrot,low
533,Dalston,dog,Goldfish,3,94.3,white,11/10/2019,Dalston Maddern,dryhoroviches@parallels.com,005 Hagan Parkway,Creighton,,South Africa,3263,false,true,8996576439,Dalston Burl,134-945-4866,Dalston Ryhorovich,825-690-9168,Hill's Science Diet,2.81,three times a day,70.5,daily,20.2,calm,stuffed animal,fish flakes,high
534,Tybalt,fish,Siamese,1,4.5,orange,12/15/2019,Tybalt Finnes,tcrucettiet@usatoday.com,5 Bultman Park,Barapas,,Indonesia,,true,true,4215740801,Tybalt Kolczynski,771-514-6469,Tybalt Crucetti,326-781-2098,Royal Canin,3.74,three times a day,31.8,3 times a week,21.5,friendly,feather wand,carrot,high
535,Aurilia,fish,Siamese,6,63.7,gray,2/13/2018,Aurilia Beldum,ahedmaneu@diigo.com,17 Hovde Lane,Ciechocin,,Poland,87-408,false,true,7396936463,Aurilia Harrower,910-871-2860,Aurilia Hedman,432-467-1348,Blue Buffalo,0.84,three times a day,118.5,daily,5.7,playful,stuffed animal,carrot,high
536,Marketa,bird,Goldfish,18,64.6,gray,7/13/2015,Marketa Sine,mdiveev@nasa.gov,319 Spohn Park,Huxingshan,,China,,true,true,2391273051,Marketa Davson,204-582-3855,Marketa Dive,181-842-0302,Blue Buffalo,6.79,once a day,36.5,3 times a week,6.2,shy,chew toy,dog biscuit,low
537,Eada,cat,Labrador Retriever,7,33.5,gray,9/28/2009,Eada O'Cannan,elayusew@smh.com.au,57425 Northridge Place,Junxi,,China,,false,true,7333813207,Eada Temlett,266-664-5744,Eada Layus,293-774-8521,Blue Buffalo,1.8,twice a day,52,3 times a week,8,shy,chew toy,dog biscuit,high
538,Allyn,fish,Labrador Retriever,18,62.8,gray,12/29/2020,Allyn Coope,agoninex@timesonline.co.uk,71 Hoepker Court,Ростуша,,Macedonia,1257,false,true,3394521746,Allyn Attwooll,228-296-8590,Allyn Gonin,436-973-0901,Royal Canin,6.63,three times a day,9.3,daily,1.1,playful,feather wand,fish flakes,high
539,Niall,cat,Labrador Retriever,0,7.1,gray,1/14/2006,Niall Cobbald,nchaggey@addtoany.com,35 Cherokee Lane,Qingu,,China,,false,false,7399237253,Niall Tuley,767-337-1797,Niall Chagg,893-528-2108,Iams,4.72,twice a day,78,daily,3.2,shy,laser pointer,dog biscuit,low
540,Saunderson,dog,Goldfish,7,43.8,black,10/14/2009,Saunderson Gerraty,sbrayez@nytimes.com,24 Oneill Pass,Kefar Shemaryahu,,Israel,,true,false,8348410268,Saunderson Tourmell,718-508-7969,Saunderson Bray,335-775-7865,Blue Buffalo,7.8,three times a day,59.8,weekly,7.7,friendly,ball,catnip,moderate
541,Janenna,cat,Parakeet,19,61,gray,4/21/2022,Janenna Backen,jdearesf0@surveymonkey.com,11007 Mandrake Plaza,Apuri,,Indonesia,,true,true,9174955536,Janenna Ship,485-622-0744,Janenna Deares,199-944-4373,Purina,2.55,twice a day,74.7,daily,21.1,shy,stuffed animal,carrot,moderate
542,Tara,fish,Parakeet,19,19.5,brown,6/22/2000,Tara Langeren,tmockettf1@soup.io,97 Novick Trail,Geshan,,China,,false,false,8709874530,Tara Izac,595-420-7608,Tara Mockett,471-800-6530,Blue Buffalo,1.91,three times a day,47.8,3 times a week,12,shy,feather wand,fish flakes,low
543,Meryl,fish,Holland Lop,14,94,orange,3/22/2004,Meryl Serck,mmccurdyf2@smh.com.au,5 Hoard Trail,Iłowo -Osada,,Poland,11-102,true,false,9370250475,Meryl Slatter,807-103-3973,Meryl McCurdy,580-996-1825,Royal Canin,2.18,twice a day,61.8,weekly,7.4,shy,laser pointer,carrot,low
544,Porter,rabbit,Siamese,14,33.3,black,12/15/2003,Porter Kilshaw,pwhifff3@imageshack.us,522 Fisk Point,Rahayu Dua,,Indonesia,,true,true,8217550299,Porter Elphee,671-172-0467,Porter Whiff,107-311-7892,Royal Canin,9.32,once a day,111.8,3 times a week,21.5,energetic,feather wand,dog biscuit,low
545,Lucio,fish,Goldfish,19,71.8,black,10/2/2004,Lucio De Maine,lpantecostf4@jimdo.com,16349 Iowa Plaza,Nuku‘alofa,,Tonga,,false,false,5135008209,Lucio Standingford,426-609-4208,Lucio Pantecost,975-631-9781,Iams,4.79,once a day,97.2,daily,5.9,energetic,stuffed animal,fish flakes,moderate
546,Mersey,fish,Siamese,3,45.2,black,11/6/2007,Mersey Ainsbury,motteyf5@dailymail.co.uk,21915 High Crossing Way,Forshaga,Värmland,Sweden,667 91,true,false,3996054354,Mersey Oxbrough,417-913-7067,Mersey Ottey,939-646-0677,Purina,3.03,three times a day,47.1,daily,10.3,energetic,ball,fish flakes,low
547,Gaby,cat,Holland Lop,2,87.9,brown,10/14/2018,Gaby Godsell,gpetersonf6@cnbc.com,8 Mandrake Drive,Debeljača,,Serbia,,false,true,4789837584,Gaby Dunridge,366-669-8337,Gaby Peterson,113-785-2411,Purina,0.65,twice a day,11.6,daily,15,energetic,ball,dog biscuit,low
548,Bent,rabbit,Siamese,5,91.1,gray,9/19/2000,Bent Heiden,bbalazinf7@ca.gov,835 Larry Drive,Fangfan,,China,,true,true,1756518513,Bent Bibby,439-999-0070,Bent Balazin,868-489-0161,Purina,8.19,three times a day,51.8,daily,10.6,energetic,ball,bird seed,moderate
549,Ofella,dog,Goldfish,15,14.2,orange,1/13/2012,Ofella Blanshard,oblundinf8@noaa.gov,8 Mayer Terrace,Puan,,Argentina,8180,false,false,4790645217,Ofella Normant,464-882-1140,Ofella Blundin,306-496-3916,Hill's Science Diet,5.23,three times a day,76.1,daily,18.5,friendly,stuffed animal,fish flakes,moderate
550,Junie,bird,Goldfish,18,89.8,brown,3/27/2003,Junie Mapledoore,jleslief9@google.com,7751 Ohio Hill,Campoalegre,,Colombia,413028,true,false,4559524620,Junie Le Noury,467-927-0971,Junie Leslie,783-931-4701,Royal Canin,2,once a day,49.1,3 times a week,23.4,energetic,ball,bird seed,high
551,Yolande,fish,Labrador Retriever,5,70.2,brown,8/3/2009,Yolande Upsale,ygrzegorczykfa@e-recht24.de,96 Dwight Junction,Sławatycze,,Poland,21-515,false,false,1328353518,Yolande Crotty,358-525-1734,Yolande Grzegorczyk,767-762-1354,Purina,4.08,twice a day,84.9,daily,9.4,playful,ball,carrot,high
552,Marika,rabbit,Goldfish,0,25.9,gray,9/12/2006,Marika Lawlan,mraulstonfb@rediff.com,2641 Valley Edge Junction,Linhares,Porto,Portugal,4620-620,true,true,3770139991,Marika Risen,416-953-8262,Marika Raulston,749-113-6447,Blue Buffalo,6.66,twice a day,28.2,weekly,0.7,friendly,chew toy,dog biscuit,high
553,Vinny,rabbit,Siamese,0,30.5,orange,1/20/2014,Vinny Du Barry,vgratlandfc@sciencedaily.com,75 Sundown Avenue,Vranje,,Serbia,,true,true,5770120089,Vinny Glennard,409-874-9643,Vinny Gratland,201-288-8124,Iams,4.95,three times a day,80.4,daily,21.5,playful,ball,bird seed,low
554,Sherman,dog,Parakeet,18,4.3,gray,10/26/2007,Sherman Mossman,scambellfd@nytimes.com,47 Green Ridge Park,Baoli,,China,,true,true,6508915809,Sherman Raithby,522-764-9367,Sherman Cambell,280-308-8241,Purina,6.59,three times a day,19.9,daily,1.5,playful,stuffed animal,carrot,moderate
555,Iosep,rabbit,Labrador Retriever,16,0.2,gray,8/18/2001,Iosep Duckitt,imiskinfe@about.me,351 Merchant Center,Apeldoorn,Provincie Gelderland,Netherlands,7309,false,true,3392738581,Iosep Gilliam,580-103-3537,Iosep Miskin,879-572-3099,Purina,1.99,twice a day,8.3,3 times a week,9.7,calm,laser pointer,bird seed,moderate
556,Michel,dog,Siamese,5,87.8,black,6/23/2017,Michel Tout,mterrellff@amazon.com,5785 American Ash Plaza,Badu,,China,,true,false,2290528095,Michel Size,655-901-1233,Michel Terrell,374-105-7393,Iams,5.17,twice a day,55.4,weekly,3.3,calm,ball,dog biscuit,low
557,Adolphus,cat,Goldfish,10,50.9,gray,12/10/2019,Adolphus Folling,areiachfg@goodreads.com,9 Crest Line Lane,Pishaj,,Albania,,false,true,6338769728,Adolphus McGowing,692-884-8106,Adolphus Reiach,734-699-9813,Iams,0.73,three times a day,81.9,weekly,10.2,calm,feather wand,catnip,low
558,Wendell,bird,Goldfish,9,71.1,black,2/7/2019,Wendell Warder,wbeediefh@google.com.au,93535 Forest Dale Crossing,Cikupa,,Indonesia,,true,true,2802220104,Wendell Vamplew,966-212-6243,Wendell Beedie,703-583-0030,Royal Canin,9.16,twice a day,104.7,weekly,11.6,friendly,ball,bird seed,low
559,Kiele,fish,Siamese,11,81.8,brown,12/12/2005,Kiele Burdfield,kkitchingmanfi@opera.com,155 Muir Hill,Kujang-ŭp,,North Korea,,true,false,7143222943,Kiele Hue,640-376-7181,Kiele Kitchingman,794-844-2637,Hill's Science Diet,0.37,twice a day,71.8,weekly,13.4,calm,feather wand,dog biscuit,moderate
560,Odilia,fish,Siamese,20,51.2,white,3/27/2002,Odilia Arnolds,olonnonfj@cyberchimps.com,60655 Paget Drive,Selebi-Phikwe,,Botswana,,false,true,6687659213,Odilia Alcido,349-625-7144,Odilia Lonnon,484-961-3592,Hill's Science Diet,3.67,once a day,103.5,weekly,19.8,playful,stuffed animal,carrot,low
561,Arch,bird,Holland Lop,9,27.7,orange,3/20/2003,Arch Janway,asparryfk@wp.com,60 Fordem Pass,Naples,Florida,United States,34102,true,false,2787763658,Arch Sansun,941-258-4120,Arch Sparry,827-715-4867,Iams,2.47,once a day,38.4,weekly,18.4,shy,ball,carrot,low
562,Jodi,rabbit,Labrador Retriever,19,50.7,brown,10/11/2000,Jodi Frankton,jmarchellifl@mtv.com,93825 Waywood Plaza,Lyon,Rhône-Alpes,France,69939 CEDEX 20,false,true,8894419656,Jodi Gillinghams,244-609-8451,Jodi Marchelli,832-622-4247,Iams,9.2,three times a day,39.4,3 times a week,18.1,friendly,feather wand,bird seed,low
563,Uri,fish,Parakeet,6,85.1,white,1/5/2007,Uri Robberecht,utupperfm@mac.com,7 Elka Way,Trambalan,,Indonesia,,true,false,6292886661,Uri Bearne,202-801-3715,Uri Tupper,871-891-5356,Iams,3.21,three times a day,18,weekly,6.5,playful,ball,fish flakes,low
564,Wendye,bird,Goldfish,5,95.7,white,6/2/2006,Wendye Sappson,wgribbinsfn@intel.com,31789 Amoth Road,Tambaksari,,Indonesia,,false,false,8591839900,Wendye MacDougal,941-253-0454,Wendye Gribbins,123-927-9863,Iams,0.12,twice a day,109.9,weekly,10.8,friendly,ball,dog biscuit,moderate
565,Dion,fish,Siamese,8,31,gray,6/8/2000,Dion Goldstone,dmunganefo@spiegel.de,09 Mitchell Parkway,Ar Raqqah,,Syria,,true,true,8742331057,Dion Wendover,895-274-4216,Dion Mungane,989-739-4841,Hill's Science Diet,3.14,once a day,102.7,3 times a week,3.1,energetic,ball,catnip,high
566,Chickie,dog,Siamese,6,57.9,black,1/30/2004,Chickie Minet,cholwellfp@berkeley.edu,093 Merrick Drive,Kapatagan,,Philippines,9214,false,false,9626919485,Chickie Kingswold,742-433-6281,Chickie Holwell,522-469-0648,Purina,5.8,once a day,42.7,3 times a week,3,shy,feather wand,carrot,moderate
567,Abbey,rabbit,Parakeet,12,16.9,white,1/13/2022,Abbey Ragbourn,aseawellfq@wix.com,84630 Stone Corner Pass,Neftobod,,Tajikistan,,false,false,5923552480,Abbey Tuxwell,938-535-9753,Abbey Seawell,788-429-0698,Royal Canin,4.46,once a day,49.3,3 times a week,18.6,energetic,chew toy,fish flakes,high
568,Brett,cat,Labrador Retriever,12,22,orange,4/18/2016,Brett Hawler,bmacfadzanfr@smugmug.com,6822 Division Drive,Dadapan,,Indonesia,,false,true,8654348916,Brett Flexman,466-334-7691,Brett MacFadzan,835-839-0574,Hill's Science Diet,6.59,once a day,62.3,weekly,9.5,playful,chew toy,bird seed,low
569,Franz,cat,Labrador Retriever,12,12.2,black,11/10/2000,Franz Pettett,fnazerfs@senate.gov,735 Scott Trail,Chenhu,,China,,false,true,7564988399,Franz Brakewell,523-819-0794,Franz Nazer,105-155-3541,Purina,4.78,once a day,101.8,weekly,1.6,shy,feather wand,fish flakes,moderate
570,Andra,dog,Holland Lop,5,9,orange,8/22/2013,Andra Ravenscraft,akiddeyft@hexun.com,02 Luster Point,Houston,Texas,United States,77240,true,false,7341995091,Andra McTrustam,713-974-0149,Andra Kiddey,549-623-5633,Iams,6.29,twice a day,60.1,3 times a week,17,playful,feather wand,carrot,low
571,Alon,rabbit,Labrador Retriever,7,88.5,gray,10/9/2015,Alon Shildrake,abielfeltfu@ibm.com,692 Luster Place,Privodino,,Russia,165391,true,true,5215451993,Alon Litterick,888-909-1639,Alon Bielfelt,172-991-7458,Hill's Science Diet,3.87,twice a day,119.1,3 times a week,16.9,shy,laser pointer,bird seed,low
572,Florence,dog,Goldfish,13,99.1,black,6/10/2014,Florence Hawkeswood,fnavarijofv@comcast.net,130 Pine View Road,Oygon,,Mongolia,,false,true,1154622771,Florence Piecha,266-971-4768,Florence Navarijo,761-610-7433,Blue Buffalo,6.81,twice a day,19.9,3 times a week,5.6,friendly,laser pointer,bird seed,high
573,Ddene,fish,Parakeet,15,81.7,white,12/3/2008,Ddene Colin,dspandleyfw@dailymotion.com,0925 Pond Drive,New Hyde Park,New York,United States,11044,false,false,6511326052,Ddene Garretts,516-426-7138,Ddene Spandley,933-629-9009,Purina,8.59,once a day,23.5,daily,10.8,playful,stuffed animal,catnip,moderate
574,Gardie,rabbit,Parakeet,18,32.9,orange,2/8/2007,Gardie Partleton,gpeterkenfx@theguardian.com,1 Loftsgordon Parkway,Lendan,,Indonesia,,false,false,9705197424,Gardie Breslin,238-571-8835,Gardie Peterken,425-447-4848,Blue Buffalo,7.09,once a day,33.9,daily,22.4,playful,ball,dog biscuit,moderate
575,Filberte,rabbit,Labrador Retriever,5,63.8,black,10/12/2011,Filberte Yashin,fguidonefy@cnn.com,679 Sunnyside Avenue,Itumbiara,,Brazil,75500-000,true,false,2754999755,Filberte Jurca,678-411-6993,Filberte Guidone,940-995-5225,Hill's Science Diet,1.63,three times a day,7.8,daily,1.5,shy,laser pointer,bird seed,low
576,Drusi,cat,Holland Lop,12,9.1,white,5/22/2001,Drusi Itscowicz,dallinsonfz@bravesites.com,2649 Lillian Circle,‘Aqrah,,Iraq,,false,true,5984288956,Drusi Gommes,315-245-9101,Drusi Allinson,255-914-3289,Hill's Science Diet,9.97,once a day,118.1,daily,1.7,playful,stuffed animal,carrot,moderate
577,Darleen,dog,Siamese,3,43.8,white,3/1/2014,Darleen Hostan,ddenisyukg0@rediff.com,8 Chive Drive,Pont-à-Mousson,Lorraine,France,54704 CEDEX,false,true,1051222805,Darleen Piniur,945-434-0669,Darleen Denisyuk,543-722-2431,Purina,9.58,three times a day,25.2,daily,8.2,calm,stuffed animal,carrot,high
578,Ronnie,fish,Holland Lop,13,81.3,black,10/11/2005,Ronnie Thorn,rbarlassg1@state.tx.us,69 Emmet Trail,Racine,Wisconsin,United States,53405,true,false,6921869024,Ronnie Brushneen,262-560-2264,Ronnie Barlass,681-365-4254,Iams,1.52,twice a day,105.1,3 times a week,10.1,playful,laser pointer,dog biscuit,high
579,Hillery,bird,Parakeet,19,75.3,orange,7/17/2013,Hillery Hilliam,hbranchettg2@1und1.de,8033 Hoepker Court,Chakou,,China,,true,true,5181553885,Hillery McAuliffe,592-654-5710,Hillery Branchett,768-191-2088,Royal Canin,7.98,twice a day,22.4,daily,14.8,shy,chew toy,bird seed,low
580,Pavlov,cat,Holland Lop,20,14.9,brown,7/31/2004,Pavlov Docherty,pbroadbentg3@vinaora.com,99391 Eastlawn Point,Masaran,,Indonesia,,false,true,4340351150,Pavlov Jolliss,526-738-6914,Pavlov Broadbent,866-278-1293,Blue Buffalo,5.91,three times a day,42.8,daily,16,shy,laser pointer,bird seed,low
581,Cyb,bird,Goldfish,1,74.5,white,3/20/2001,Cyb Tovey,cashfieldg4@4shared.com,1836 Tennyson Place,Rustāq,,Afghanistan,,false,false,5863035863,Cyb Hewlings,660-754-1907,Cyb Ashfield,630-643-9497,Iams,8.04,three times a day,104.3,3 times a week,15.7,playful,chew toy,dog biscuit,low
582,Del,bird,Parakeet,3,33.9,gray,10/10/2013,Del Ring,dfigurskig5@spotify.com,8 Pearson Court,Menghe,,China,,false,true,7401482756,Del Dear,762-169-3401,Del Figurski,636-504-8244,Purina,3.18,twice a day,100.7,3 times a week,14.7,calm,stuffed animal,dog biscuit,moderate
583,Eva,fish,Siamese,15,32.5,white,6/18/2020,Eva Campsall,ekinningleyg6@unesco.org,0 Springview Court,Almaznyy,,Russia,678181,false,true,7096246577,Eva Stemson,185-737-3777,Eva Kinningley,212-617-5857,Royal Canin,9.42,three times a day,68.7,3 times a week,16.7,friendly,stuffed animal,bird seed,low
584,Traci,fish,Goldfish,12,87,brown,12/9/2015,Traci Chesney,tfullagarg7@latimes.com,27 Old Gate Point,Vrede,,South Africa,9850,false,true,5863933909,Traci Proudley,164-909-9052,Traci Fullagar,530-854-2532,Hill's Science Diet,7.51,three times a day,61.7,3 times a week,8,shy,stuffed animal,bird seed,moderate
585,Mirilla,fish,Siamese,2,30.3,gray,8/6/2017,Mirilla Roche,mwildesg8@ibm.com,5 Mitchell Hill,Tongxing,,China,,true,true,3868441577,Mirilla Balden,318-765-1394,Mirilla Wildes,283-707-0322,Purina,8.04,twice a day,45.8,weekly,3,calm,stuffed animal,bird seed,low
586,Gunter,cat,Siamese,0,90.8,orange,3/7/2019,Gunter Brookes,gruskeg9@goo.gl,94279 Randy Junction,Vallenar,,Chile,,false,true,5609033512,Gunter Mordan,899-355-7004,Gunter Ruske,501-963-1155,Purina,6.89,once a day,11.7,3 times a week,12,playful,chew toy,carrot,low
587,Rogerio,fish,Siamese,15,12.6,brown,4/11/2006,Rogerio Ainscough,rsaicega@plala.or.jp,3920 Monica Place,Rongdoi,,China,,false,true,9282665099,Rogerio Thorns,393-709-5774,Rogerio Saice,263-926-2483,Iams,3.76,three times a day,63.6,3 times a week,4.6,shy,laser pointer,bird seed,high
588,Gaston,rabbit,Labrador Retriever,14,95.3,brown,8/10/2005,Gaston Alsopp,gstanhopegb@sina.com.cn,3 Anniversary Street,Dayr al Ghuşūn,,Palestinian Territory,,true,false,2128926977,Gaston Saltsberger,300-983-5592,Gaston Stanhope,161-794-6519,Blue Buffalo,5.73,once a day,114.5,weekly,10,energetic,laser pointer,bird seed,moderate
589,Phil,fish,Goldfish,3,44.3,gray,1/14/2019,Phil Gebbe,pdanielkiewiczgc@freewebs.com,20234 South Trail,Yabuli,,China,,true,true,8256036805,Phil Baumber,573-250-6437,Phil Danielkiewicz,187-770-5044,Blue Buffalo,3.07,once a day,73.4,weekly,20.9,friendly,chew toy,dog biscuit,moderate
590,Dotti,fish,Siamese,1,67.8,orange,10/2/2022,Dotti Trays,dpetlyuragd@bravesites.com,79 Center Avenue,Oktyabr’skiy,,Russia,452607,false,true,5379873379,Dotti Dowty,513-777-0825,Dotti Petlyura,418-419-4045,Blue Buffalo,8.79,twice a day,71.6,daily,3.2,energetic,laser pointer,carrot,high
591,Maryjo,fish,Labrador Retriever,13,2.5,black,11/17/2015,Maryjo Fitzgerald,mbuchettge@ustream.tv,7 Golf Course Circle,Don Chedi,,Thailand,72170,true,false,9447444472,Maryjo Staunton,696-282-8796,Maryjo Buchett,660-533-2799,Iams,8.71,once a day,22.4,weekly,23.8,friendly,ball,bird seed,low
592,Angeli,bird,Goldfish,7,3.8,black,10/30/2014,Angeli Pybworth,agingergf@cnbc.com,857 Monica Plaza,Qinlan,,China,,true,false,9063181926,Angeli Huccaby,893-305-5483,Angeli Ginger,711-912-9582,Blue Buffalo,8.44,three times a day,92.1,3 times a week,3,friendly,laser pointer,dog biscuit,low
593,Kirsteni,cat,Parakeet,6,87.1,gray,9/21/2007,Kirsteni Scudders,kgodilingtongg@cornell.edu,0485 Hintze Drive,Shichuan,,China,,true,true,2530003936,Kirsteni Butler,877-392-3368,Kirsteni Godilington,799-180-3648,Blue Buffalo,0.04,three times a day,84.9,3 times a week,1.1,shy,chew toy,dog biscuit,high
594,Blair,rabbit,Siamese,17,92.7,gray,7/2/2001,Blair Gouge,blujangh@devhub.com,4 Graceland Crossing,Liuji,,China,,true,true,1038051504,Blair Mizzen,561-235-6846,Blair Lujan,628-911-3786,Hill's Science Diet,8.07,twice a day,34,3 times a week,17.2,friendly,ball,dog biscuit,high
595,Georgette,dog,Labrador Retriever,5,9.1,gray,1/12/2009,Georgette Meadows,gprovergi@ftc.gov,071 Welch Pass,Bagumbayan,,Philippines,9810,false,true,5122374666,Georgette Medwell,641-183-4426,Georgette Prover,960-794-8296,Hill's Science Diet,2.58,twice a day,37.5,3 times a week,8.6,calm,stuffed animal,fish flakes,high
596,Michaelina,rabbit,Holland Lop,12,54.3,white,10/24/2017,Michaelina Sanderson,mantoszczykgj@gov.uk,497 Emmet Circle,Savalou,,Benin,,true,false,2521583324,Michaelina Bayle,669-505-4514,Michaelina Antoszczyk,443-600-1601,Royal Canin,8.6,three times a day,102.6,3 times a week,5,friendly,ball,dog biscuit,moderate
597,Lonni,rabbit,Holland Lop,4,41.1,brown,8/26/2007,Lonni Houlison,lseemmondsgk@topsy.com,05805 Harper Way,Wahai,,Indonesia,,true,true,7991842710,Lonni Bolus,155-295-1435,Lonni Seemmonds,723-187-6512,Purina,1.8,twice a day,110.8,daily,1.2,calm,ball,carrot,high
598,Amity,rabbit,Parakeet,14,72.9,black,4/24/2001,Amity Spincks,amcharrygl@ameblo.jp,22797 Crescent Oaks Circle,Xia Dawo,,China,,false,true,3024879905,Amity MacKerley,763-680-2111,Amity McHarry,780-671-0589,Royal Canin,9.64,twice a day,82.2,3 times a week,6.6,playful,laser pointer,fish flakes,high
